teff (K),abs (mag),spect
4423.054898,1.094,K0III
9908.462863,1,A1V
4272.46432,0.674,G8III
4047.274297,1.374,K2IIICN...
3852.514618,0.591,M4III
9111.03148,0.8,A2V
6316.472199,2.98,F3V
4249.843661,0.322,K0III
10148.68255,1.222,A1Vn
4671.135032,-0.53,G8IV
6169.569123,3.306,F3V
4070.644904,0.833,K2III
4316.674316,1.012,K0III
4113.229809,1.424,K2III
4412.738729,2.862,K1III
12047.38339,-1.635,B8V
5849.326254,4.089,G1V
6672.900966,0.862,F2III
3506.23774,-0.707,M3III
5531.158665,2.501,F5V
6791.166228,0.008,F0V
7166.056166,2.243,A7V
6198.264858,2.33,F3V
4458.585878,0.587,K1III
4299.239049,-0.506,K1III
4043.962966,0.067,K2III
4128.834878,5.415,G8V
5272.171064,4.872,G3/G5V
3734.158962,-0.688,K3/K4III
5908.325844,1.976,F8V
4640.554633,0.546,G6IV
4045.617785,0.492,K2III
5934.070234,-2.349,A3II
6048.956156,2.17,F5IV
5771.56571,2.388,F7V
5719.829123,3.855,F8V
7104.500448,3.079,F0IV
6261.600142,1.927,F0IV
5731.665298,3.166,F8V
3889.583333,0.758,K2/K3III
11520.35266,-0.206,B9V
5304.515798,5.757,G5/G6V
6004.1156,3.393,F5V
8617.43563,1.459,A3V
6833.811089,2.66,F0IV
5968.836057,3.4,F3V
6217.581636,1.464,F2V
4410.682706,2.464,K1IV
4728.938083,0.971,G8III
6179.097417,3.619,F5V
4268.673313,-0.056,K0III
5612.23008,3.358,F8V
6150.622251,3.332,F5/F6V
5394.383201,3.553,G2V
5612.23008,4.353,G6V
4791.088466,3.278,K0V
4499.152792,6.802,K3V
5015.846467,4.871,G5/8IV (+F)
6393.269389,3.772,F3V
3768.427032,0.157,K5III
8717.542767,0.172,A0V
4308.903523,1.059,K1III
5428.644273,3.53,G1V
7411.202155,1.773,A7IV
6403.686124,3.668,F2V
6604.372344,2.03,F2IV
4954.455449,5.836,K1V
3486.69311,0.376,M1III:
5912.597181,3.618,F7V
5977.60731,3.444,F7V
4418.921201,0.277,K1III
4450.161528,1.699,K0III
4408.629077,0.851,K1III
6755.138715,1.699,F2IV
5680.812363,3.138,G0III
6030.919743,3.459,F6IV:
6085.436994,2.416,F5V
3757.375916,-0.018,K3III
5982.005035,3.958,F6V
5968.836057,3.047,F6V
4344.150422,0.915,K0III
4441.776858,2.623,K1III
11752.62757,0.586,B9IVn
5857.664569,3.789,F6V
6266.539286,3.704,F5V
4549.515054,1.304,G8III
4516.511499,0.667,G8III
5159.692691,5.425,G5V
4551.736768,0.542,K0III
6008.56227,4.003,F7V
4146.348526,2.443,K3III
6372.562421,3.039,F1V
9187.434817,1.688,A1V
6179.097417,-9.9,F5V
3813.457446,0.219,K3/K4III
4281.978776,-0.475,K0III
3537.849466,-0.714,M1III
5364.00647,3.87,G1V
4509.982388,0.742,K0III
6749.180489,-0.31,B1IV
6251.750984,3.652,F2IV(m)
6510.23969,3.031,F2Vw...
6451.091843,2.544,F0V
4494.839127,2.943,K0V
4990.503175,5.219,G8V
5841.01755,3.464,F6V
8034.957481,-0.538,A4V
3888.083446,7.345,K7V:
5891.317335,4.036,G3V
6090.035851,2.793,F7V
3528.4089,1.604,G8:III+F
6246.840911,2.988,F3V
4212.799622,1.675,K2III
3552.129407,-1.468,K4/K5III
4803.764989,5.931,K0V
4523.064292,1.611,G8III
3746.405466,0.612,K3/K4III
3947.672378,-1.635,K2/K3III
8374.149086,0.057,A6V:
5390.986769,5.369,G5V
4423.054898,-1.04,G8III
6150.622251,3.312,F5V
8879.198304,0.903,A3Vn
4509.982388,-9.96,G6/G8V
4433.431572,1.051,K1III
3979.128142,1.275,K1III
6377.723436,1.692,F2IV
3764.27335,-0.569,K3III
4404.52898,-0.528,G6/G8III
7873.443931,1.918,A7V
4085.848082,1.56,K1/K2IIICN.
4619.674703,1.437,G6IV
4194.578134,1.486,K2III
5243.478888,5.284,G5V
3651.151373,-0.353,K5III
4340.198499,1.936,K0III
10034.78802,0.502,B7V
3235.164931,-0.785,M2III:
5929.760032,2.54,F6V
4301.167607,0.45,K0III
3865.757308,0.68,K3III
5404.604679,4.367,G2V
4011.218102,0.749,K2III
5938.388277,4.025,F8V
9696.668735,0.873,A0V
5073.335461,5.07,G8V
10906.87561,1.198,B9V
6246.840911,1.571,F2/F3V
4601.310748,3.536,G8III:
4225.672971,-0.182,G8/K0III
3695.369015,-0.833,K4III
4699.814408,0.877,G8IV
4114.956425,0.029,K2III
5162.736309,5.512,G6V
5495.2652,3.214,F8/G0V
6331.646916,2.307,F3V
5030.065746,4.872,K0V
5064.607139,-0.496,B8Ib
9385.662985,1.736,A1V
3424.189458,-1.301,M2III
4303.09833,0.85,K0III
6099.259686,3.308,F8V
4183.739424,1.51,K1IIICN...
5439.029058,3.832,G2V
5680.812363,3.765,F7V
6286.393689,3.634,F5V
4338.225906,1.96,K0III
6099.259686,2.869,F5V
5759.522792,3.25,F8V
6062.572271,1.974,F5V
5832.738289,3.209,F6V
4060.587714,1.264,K1III
8563.049568,2.787,A1V
5079.175272,5.659,G8V
4464.930363,3.47,K1/K2III:
5571.325741,4.69,G2V
4183.739424,0.545,K2III
4619.674703,0.743,K0III
4334.287435,0.511,K0III
4523.064292,1.879,G8IV
2692.081741,-11.78,M3Ia
5731.665298,2.017,F8V
5763.530113,1.213,F7/F8V
6510.23969,2.058,F0V
3736.871755,0.286,K3III
3795.002325,-1.014,K3II
12072.78642,-0.085,B9V
4155.175243,-0.475,K1III
4187.344542,1.094,K1/K2III
3760.131096,-1.546,M3III
4501.313509,0.874,G9III-IV
4678.263817,2.721,G8IV
6331.646916,2.693,F3V
6030.919743,2.043,F3/F5V
4354.069711,3.5,K3III
6382.894913,3.054,F2/F3V
4758.517175,3.233,G8V
5665.391076,8.048,K5V
5908.325844,1.928,F6V
4259.232473,-0.12,K1III
5275.383355,4.729,G6V
4492.686168,0.581,G4III:
4261.116464,-0.514,K0III
6803.282497,2.035,F0V
3985.494749,-0.604,K2III
4481.959921,6.692,K3V
4167.61191,0.962,K2IV
3589.696073,-1.319,K5III
5181.092729,2.582,G5IV:+...
4803.764989,6.119,K2V
4155.175243,1.166,K2III
6026.431617,3.737,F6V
6610.015901,2.124,F0/F2III
6026.431617,3.055,F5V
4569.608647,5.434,K1V
5032.92171,3.726,G8V
4096.062709,1.199,K2III
4094.355838,3.898,F6V
4077.384384,1.197,K3III
4562.886161,-0.796,G8III
7541.867937,2.082,A7V
3625.75193,-1.592,K3/K4III
4433.431572,-0.229,K0III
5150.588687,3.167,G3/G5V
6627.019169,3.023,F5V
6499.384764,0.011,F2V
6445.78121,2.19,F2V
7111.274704,0.957,F2:V+...
7787.158528,2.174,A7V
4301.167607,-2.471,G5Ib
3588.468721,-1.783,K5III
4578.610588,3.446,K0/K1V
4386.195839,0.828,G6III
3819.181211,8.31,M0V:
4768.480052,0.872,G8/K0III+..
5719.829123,3.873,F7V
2749.176595,-2.25,C5II
4746.136479,6.122,K1V
9756.021185,0.416,A1V
5642.454231,4.039,G0V
6291.381901,2.795,F5V
7605.378871,2.866,A2Vvar
4181.939772,1.036,K1/K2III
5653.893575,3.038,F3V
6174.328675,2.794,F5V
5317.593195,3.659,G3V
5955.739318,3.57,F6V
11256.26118,-2.348,B2IV
5731.665298,4.366,F5V
6311.434135,2.364,F3V
4336.255552,0.303,G8/K0III
3927.556796,2.262,K1/K2III
4479.822346,1.003,K0III
3501.614383,-0.101,M2III
9971.125339,1.936,B9.5V
5425.193681,2.981,G0V
6141.203225,2.941,F5Vws
4608.175816,6.168,K1V
5719.829123,3.036,F5V
4741.206708,3.008,K0V
4603.596262,2.347,G6/G8IV
5853.4917,3.487,F7V
3493.560061,-2.913,K3II
5135.504214,5.598,G8V
4233.073452,1.245,K1III
6004.1156,2.125,F6/F7IV
5870.22793,2.567,F5V
6621.339272,2.674,F3IV
4336.255552,0.885,K0III
14666.42404,-1.158,B3V
7728.148583,1.358,A2IV
5390.986769,3.871,G2V
5047.262573,5.237,G5V
4358.053307,0.656,K0III
6183.875378,1.598,F2V
6504.806566,3.444,F0V
5601,3.409,G2/G3V
6246.840911,2.669,F3V
7589.375962,1.59,A6V
4040.658399,-0.21,K3III
4494.839127,0.71,K0III
6493.974246,3.519,F3V
13575.89041,-1.442,B3IV
5990.824801,2.895,F5V
7917.491313,1.812,A2/A3IIIm..
3961.750278,-1.198,K2III
7050.881258,1.356,F0V
4751.079085,2.472,G8/K0V
6985.260549,2.447,F0IV
4507.811257,0.171,K0III
7388.726918,2.332,F2V
4372.067965,-0.888,K0III
5502.397278,4.29,G2V
6127.142077,3.806,F3/F5V
10198.49216,0.209,A1Vn
4638.222989,0.837,G8III
4223.827901,1.323,K0III
6261.600142,3.419,F5V
4605.884616,0.554,G8III
5589.825931,4.554,G3V
3839.38476,0.749,K3III
6251.750984,-0.172,F3IV
4656.958584,0.55,G8III
5929.760032,3.76,F7V
4435.514218,6.145,K0III
4654.606288,5.977,K2/K3V:
6779.103762,-9.1,K0III
5055.916262,5.91,K0V
4306.966284,2.694,K1III
4364.045819,-0.465,K0III
6276.446861,2.888,F2IV-V
5190.332309,3.562,G8V:
3713.968801,-0.846,K4III
4104.623822,2.213,K2/K3III
3550.933907,-1.318,K5II
6039.921118,1.461,F5V
5960.09691,3.307,F6V
5126.506394,5.32,G5V
4053.917343,-0.209,K2III
3603.266557,1.174,M3III
6472.444261,3.036,F2V
5491.707818,4.643,F7/F8V
4499.152792,0.445,G8III
6188.662586,2.78,F5III-IV
5353.975599,-14.57,A3Ia comp
10439.27983,0.982,A0V
10299.97074,1.466,A0V
3553.325914,-0.091,M0/M1III
5488.156188,5.075,G5V
4503.476822,-0.236,G8III
3983.900711,7.774,M0V:
3651.151373,8.738,M1V:
7104.500448,2.217,A9IV
5799.912358,4.592,G1/G2V
6456.413429,1.923,F2IV
3703.311779,10.097,M2V
6570.762215,2.412,F0V
5960.09691,4.292,F6/F7V
4547.296049,0.152,K0III
4897.576946,3.193,G8IV
4043.962966,0.425,K0III
4358.053307,0.828,G8/K0III
4074.01116,0.811,K1/K2III
5899.806267,3.169,F7/F8V
5534.780311,4.741,G0V
4943.494259,0.295,G1IIIe
5715.897293,3.519,F8V
3688.78249,0.162,K5III
4169.396181,1.26,K2III
8926.7762,1.477,A3V
5735.624314,4.539,G0V
10299.97074,-1.337,B2Vn(e)
7228.962795,2.348,A9III
6908.498473,1.185,F0V
6103.884718,3.791,F3/F5V
3657.570982,-2.08,M5III
3547.353434,1.179,M1III
6251.750984,2.565,F3/F5V
5120.529703,5.083,G7V
4178.346269,1.127,K0/K1III
5692.447417,2.1,G0V
4247.972102,-0.391,K0III
4212.799622,1.131,K0IV
4855.321977,5.853,K1V
6136.507218,3.858,F5V
6160.077476,4.645,F3V
4685.419862,1.633,G8/K0III
5129.501286,6.122,G6V
3735.514743,0.156,K3/K4III
6483.18691,3.426,F3V
5727.713106,1.319,F6V
4218.304751,2.502,K1/K2III:
3662.72703,0.766,M0III
3827.80726,-0.581,K3III
4210.968567,0.099,K0III:
3666.606011,-0.022,K4III
7711.493082,2.163,A6V
5061.706032,4.658,G8/K0V
4423.054898,1.117,G8III
6725.478332,3.357,A9V
6085.436994,3.198,F7V
5601,1.832,G2V
7613.412016,1.852,A6V
4423.054898,2.384,G8/K0III
5934.070234,2.86,F7V
4305.031221,1.17,K1III
6638.415594,1.959,F0V
5367.360547,4.459,G3V
6761.110109,2.937,F2V
5990.824801,3.685,F6V
3803.492267,0.759,K2IIICN...
4077.384384,-0.091,K1III
3657.570982,0.207,K4III
5986.410857,2.104,F5V
4398.396672,0.726,K1III
4496.994667,1.199,G8III
4520.877388,2.071,K1IV
5147.562934,3.875,G6V
3458.439994,-1.297,M3III
13149.29217,0.219,Ap Si
6207.904463,3.452,F5IV-V
4316.674316,0.573,K0III
4200.023871,0.835,K1III
6701.983181,1.744,F2V
4125.3543,0.461,K1III
3749.140568,0.338,K1III:
6021.951831,2.701,F7V
6080.846809,0.196,F5V
8541.534354,1.894,A2IV
4301.167607,0.672,K1III
4540.655236,-0.194,K0III
3592.153927,0.878,K4/K5III
4281.978776,1.867,K2III
6179.097417,4.277,F2V
11681.72155,-0.039,B9V
4130.577921,1.087,K3III
5196.514957,3.624,G5V
4685.419862,6.326,K1V
5727.713106,3.725,F8/G0V
3785.157042,0.399,G8/K0III
4536.241476,1.592,K0III
5256.182661,4.395,F0V
6341.814156,3.608,F5V
5304.515798,4.45,G5V
3616.966027,-1.213,K4II
5960.09691,-11.12,B3Ib
6467.089601,3.266,F0V
6429.914661,2.188,F2V
4289.628584,0.56,K0III
4621.983098,0.55,G7III
4200.023871,-10.06,F9Ib
5538.407891,4.162,G1/G2V
4336.255552,1.191,K0III
4976.561264,5.918,K1V
5638.653958,-12.76,A5Iab:
5150.588687,5.694,G8/K0V
5968.836057,3.76,F7V
3509.715288,-0.345,M2III
4525.253843,6.175,K3V
5904.062214,2.65,F7V
8053.418048,1.161,A3V
7064.19109,2.172,F0V
3543.781973,-0.699,M2III
4852.711238,1.158,G6IVw...
4007.979984,1.169,K2III
3870.196881,-0.001,K2III
6039.921118,3.708,F5V
5428.644273,5.843,G1V
7998.351672,1.558,A4Vn
4580.868008,0.801,G8III
9011.591969,2.107,A1V
4592.196982,0.849,G9III
3930.634819,-0.573,K1III
3476.455685,-0.209,M2III
3698.011868,-1.342,M4III
6076.265271,2.472,F3/F5IV
6367.411835,3.454,F2V
6576.3342,3.678,F0V
4144.588802,-0.623,K0III
6598.740817,3.209,F0V
6815.452952,2.479,F2V
4334.287435,0.241,G9III
4123.61676,0.749,K2III
3966.470863,0.532,K1III
3445.080475,-0.534,M2III
4560.650822,1.081,K1III
4372.067965,0.267,G7III
4427.198275,0.56,K0III
10369.04044,0.784,A1V
4545.079748,2.691,K1III
3724.702824,1.147,K4III
5556.635352,4.911,G2V
5619.748139,3.801,G5V
6127.142077,3.938,F6/F7V
7980.204523,1.505,A5V
5908.325844,3.108,F6V
5680.812363,3.49,F6V
6241.940466,3.455,F5V
10115.81229,-0.518,B1.5V
4063.933204,0.832,K2III
5612.23008,4.838,G3V
5642.454231,4.599,G0V
6067.128027,3.148,F5V
6035.416236,4.847,F6/F7V
3589.696073,-2.495,M0III
6017.480361,4.505,F5/F6V
4793.617078,-1.553,A6V
3647.313105,0.017,M0III
5505.972004,-13.08,A0Ia comp
5719.829123,4.652,F6V
4270.567765,0.935,K0/K1III
8053.418048,3.39,A3V
5575.013529,2.535,G2Vw...
3547.353434,-0.766,M1III
11192.57633,0.675,B8/9IIIp:
3477.589466,0.405,M1III
7899.798585,1.791,A2V+...
5878.641014,4.101,F7V
3385.461066,-0.611,M1III
5498.828348,4.069,G3V
5708.053865,3.818,F8IV
6222.434383,4.709,F3/F5V
5491.707818,-12.78,B3Ia
5857.664569,3.604,G0V
3695.369015,-0.674,M5IIb
3745.039785,-0.448,K3III
4386.195839,2.441,G8/K0III
4900.248474,5.325,G8IV
4892.244799,5.826,K0V
4142.830945,1.352,K2III
5700.237288,4.106,F8/G0V
5320.875154,5.642,G6V
4067.285593,0.278,K2IIICN...
7381.272968,2.056,A3IV
6017.480361,3.16,F5V
4460.698201,4.505,K0V SB
6004.1156,1.994,F5V
5327.45429,4.263,G3IV
11635.04127,0.7,B9V
4246.102601,2.778,K2IV
5114.5704,5.393,G8V
4452.263883,0.971,G8/K0III
6207.904463,2.536,F5V
5951.389681,4.007,F7V
5631.072573,3.625,G1V
5657.71959,1.876,F7/F8V
5861.844882,4.077,G1V
4242.369764,1.45,K1III:
4146.348526,-2.181,G8Ib
5456.447905,4.753,G3/G5V
5265.761129,3.557,G5V
4392.285665,1.981,K0III
6908.498473,0.289,A7IV
4142.830945,0.81,K1III
6017.480361,3.623,F5/F6V
5874.430707,1.872,F2V
6179.097417,3.495,F3V
4783.522592,0.791,G5V
6515.684172,3.422,F2V
5934.070234,4.15,F5/F6V
4394.320308,0.177,K1III
6212.738339,2.332,F3V
5925.457649,3.167,F6V
4666.397572,0.285,G8III
3501.614383,-0.779,M2III
4488.387975,1.17,K0III
7753.30125,1.183,A7/A8V
7250.240114,0.74,A9V
4534.038615,6.531,K3V
4547.296049,6.572,K3V:
6526.607368,1.516,F2V
7388.726918,0.71,B8V
6222.434383,3.767,F5V
6815.452952,2.819,A9/F0V
6908.498473,3.23,F0V
9345.163821,1.783,A3V
5281.822639,3.757,G3/G5V
3874.649222,1.304,K3III
4108.060811,-1.331,K1IIICN...
6598.740817,2.755,F0IV
5087.966578,5.743,G8V
5459.948433,3.642,F8V
4281.978776,1.587,K0III
3487.835258,-0.578,M2III
6311.434135,2.836,F5IV-V
4540.655236,0.743,G8III
3795.002325,-0.585,K1III
6388.076886,3.061,F2V
5563.968426,3.646,G2V
5836.87425,2.921,F7V
5474.006887,4.517,G2V
5218.300057,-1.533,F8III
3713.968801,-1.102,K3III
6108.518527,1.315,G8Ib
5878.641014,2.515,F7V
5491.707818,3.859,G0V
4520.877388,0.632,G8/K0III
6237.049621,4.003,F5V
6321.520329,1.132,F2V
5428.644273,3.832,K1:III:+...
10334.36133,1.63,A0V
6071.692352,3.403,F5V
4007.979984,-1.251,K1III
4169.396181,1.031,K1III
5895.557981,1.99,F7V
8467.282614,-0.299,B9IV
4362.046027,0.865,K0III
5445.979895,4.484,G2V
9846.775685,-1.472,B9III-IV
4210.968567,-0.174,K0III
9399.260471,1.619,A1V
5552.977866,5.226,G3V
5986.410857,2.847,F6V
3547.353434,-1.192,M3III
9681.971242,1.772,B9V
6610.015901,1.601,F5IV
7703.198923,-0.205,A2:V:
4714.320022,6.004,K2V
5384.209914,-11.91,B1Iab
5108.628407,5.327,G8V
5513.138907,4.421,G0V
5836.87425,3.728,F7V
4274.362982,0.693,G8IIIp
5428.644273,3.8,G2V
3564.140003,-0.713,K5III
6127.142077,2.815,F2/F3V
5982.005035,2.807,F5V
4416.857972,1.293,G8III
7526.196516,2.232,B2III-IV
8147.336782,1.22,A3V
6372.562421,3.609,F2V
6169.569123,3.438,F6IV
4378.10882,-0.39,K0III
3927.556796,0.018,K3III
4314.728334,-0.123,K1IIICN...
4892.244799,2.227,G8IV
6593.12128,2.581,F3V
4635.894271,1.273,G8IV
6440.481492,3.374,F2V
4270.567765,-1.453,K0III
3651.151373,10.651,M2V:
4253.592972,0.161,K1III
6667.122312,1.628,F2V
6241.940466,0.379,F7V
6451.091843,1.865,F2V
7214.864373,2.063,F0V
5692.447417,2.89,G0V
4631.245593,0.597,G9III
6053.486361,3.676,F5V
12307.59856,-1.651,B4Vne
13276.95645,-2.436,B6IVe
4114.956425,-1.061,G8IV
4234.928639,0.405,K1III
5968.836057,2.309,F6V
5224.566405,4.004,G5V
3768.427032,-0.349,K3III
4512.156136,1.838,G6/G8III
3877.624572,-0.758,K3IIICN...
5680.812363,4.443,G1V
3658.858292,-0.685,K3III:
4285.799413,1.263,K1III
7744.894308,2.024,A7Vn
4467.050211,-1.364,G8IV
4388.223435,6.882,K3/K4V
7037.633942,-10.81,B3Ia
5657.71959,5.174,G3/G5V
6398.472457,1.505,F4IV
4240.506419,0.582,K1III
10334.36133,1.012,A2V
3529.585527,-1.183,K5III
5129.501286,5.472,G8V
6113.16114,4.433,F7V
6261.600142,2.148,F3V
5601,4.22,G0V
3864.280278,-0.714,K2III
6667.122312,2.602,F2V
5449.46365,3.526,G1V
4542.866145,1.456,K1III
6864.684482,1.495,F2V
4075.6969,-1.701,K0III
4768.480052,2.098,G8IV
4384.170584,0.974,K0III
3512.038449,-1.251,M2III:
4452.263883,0.039,K0III
5459.948433,3.264,G2V
5262.56346,5.575,G5V
11848.86265,-0.802,B9IV
3716.645053,8.67,M0.5 V
3321.259651,13.298,M6 Ve
3979.128142,8.036,K7 V
3799.241367,8.636,K7 V
5015.846467,5.914,K1 V
4801.222978,6.245,K2 V
4654.606288,6.334,K1 V
3677.000367,9.808,M1 V
3799.241367,9.766,K7 V
4702.22426,7.197,K2 V
7172.97822,6.813,F0 V
5836.87425,7.511,F6 V
3677.000367,11.337,M1.5 V
3528.4089,11.393,M5 V
4608.175816,6.366,K2 V
5193.421333,5.635,G6 V
3664.018883,8.076,M0.5Ve
5421.748566,5.06,G4 V
4392.285665,6.849,K5 V
3871.679573,8.281,K7 V
3799.241367,8.432,K5 V
5421.748566,5.102,G5 V
4678.263817,5.814,K0 V
3600.789659,10.947,M4.5Ve
3886.585003,7.98,K7 Ve
3813.457446,8.847,K7 V
3625.75193,9.598,M2 V
5638.653958,4.241,G0 Ve
4200.023871,7.284,K6 IV
4562.886161,6.564,K2 V
3690.097447,9.097,M0 V
3528.4089,11.267,M3: V
3730.09899,8.686,K7 V
5795.84153,4.227,G3 IV-V
4905.602474,6.071,K1 V
4181.939772,7.396,K5 V
4146.348526,7.33,K2/3 V
4164.049087,7.84,K4 Ve
3771.202526,9.059,K7 V
6008.56227,3.765,F9 V
6241.940466,2.909,F6 IV-V
5102.703641,5.369,G8 V
4392.285665,6.85,K3 V
6145.908227,3.797,F7 V
4826.79548,6.185,K1 Ve
3771.202526,8.971,M0 V
4274.362982,7.316,K3 V
4987.706984,5.764,K0 V
4181.939772,7.468,K5 Ve
4274.362982,7.477,K5 V
5421.748566,4.762,G6 V
8147.336782,11.705,DAV5
3214.501864,15.042,M5.5 V e
4801.222978,6.014,G8 V
5601,4.817,G0 V
4392.285665,6.714,K3 V
5527.542937,4.696,G3 V
3311.187588,13.286,M6 V
4372.067965,6.329,K3 V J
4678.263817,6.026,K2 V
8244.042487,12.348,DAV4
6169.569123,14.06,DC        
6193.45907,14.01,DC9       
11728.87288,11.39,DB4       
13407.76522,11.2,DA3.5     
23022.08971,9.11,DA        
24397.03874,9.06,D
7464.315737,13.15,DC6       
7787.158528,13.02,D          
6393.269389,13.92,DA8       
6393.269389,14.15,DAH7.7    
6241.940466,14.31,DA7.7     
7703.198923,12.63,DA5       
7787.158528,12.72,DA6       
7541.867937,12.53,DA        
7873.443931,12.94,DA5.2     
5755.522428,14.58,DC8       
5676.947207,14.44,DAH8.4    
5563.968426,14.42,DA8.5     
7703.198923,11.05,DA6       
18251.54464,9.7,DA2+dM4   
13086.60172,11.12,DB3       
5193.421333,14.64,DC9       
6725.478332,13.48,DA7       
8343.669885,12.46,DA5       
4236.78586,15.47,DC        
8244.042487,12.58,DA5       
7104.500448,12.33,DA4.9     
6725.478332,13.48,DA7       
11067.86633,11.93,DB        
20773.68533,10.56,DA1       
7873.443931,12.06,DA5       
7541.867937,13.28,DA4.6     
8053.418048,13.02,DA4       
6241.940466,13.49,DA7       
17569.14266,9.64,DA1       
10317.13021,12.17,DBQ5      
5256.182661,14.53,D          
5320.875154,14.72,DQ?10     
5320.875154,14.92,DC        
5676.947207,14.3,DZ8       
5836.87425,14.22,DZ8.8     
5755.522428,14.23,DZ8.1     
5836.87425,14.09,DZ7.4     
10583.39697,10.95,DA2       
10676.03138,11.07,DA3       
12498.31318,9.97,DA2       
19839.83549,10.29,DA1       
7873.443931,12.41,DA5       
6785.128294,13.42,DA7       
9831.503442,11.04,DA3       
13086.60172,10.94,DB3       
7037.633942,13,DA6       
7388.726918,12.36,DA6.2     
8446.362817,13.17,DA5.5     
25997.53906,10.21,DO        
13749.38715,10.82,DA2       
5044.38623,14.83,DC9       
4454.368724,15.35,DC12      
24397.03874,9.07,DA1       
7172.97822,12.38,DA6       
7172.97822,12.16,DAV       
15853.28898,9.57,DA1.5     
18251.54464,9.73,D
12498.31318,10.51,DA3       
9011.591969,11.14,DA4       
19004.31634,10.74,DA1       
8891.033292,12.71,DQ5       
8552.275046,12.91,DQ5.1     
4987.706984,14.65,DA        
6499.384764,13.6,DC7       
7388.726918,13.06,DA6       
7315.023139,11.64,DA5.8     
7541.867937,11.67,DA5.9     
12784.00428,10.36,DA2       
10148.68255,11.27,DA4       
14113.6356,10.5,DA2       
9681.971242,12.11,DAB       
14920.39596,10.52,DA1       
8147.336782,11.77,DAV4      
7873.443931,11.63,D
18251.54464,11.05,DA2.5     
6846.118722,13.62,DA7       
6846.118722,13.49,DA7.3     
6846.118722,13.18,DA6.7     
9399.260471,11.33,DA3       
13086.60172,11.29,DB3       
6341.814156,13.95,DA7       
6241.940466,13.88,DA8.0     
11277.69149,11.64,DC4       
7962.159958,12.78,DA6       
7703.198923,12.03,DA5.8     
7464.315737,12.27,DA5       
6667.122312,13.64,DC7       
6846.118722,13.35,DA6.6     
6341.814156,13.46,DA6.6     
6638.415594,12.49,D6.5    
17569.14266,10.5,DA2       
19839.83549,9.43,D
27889.27554,9.54,DA1.5     
8147.336782,11.35,DA3.5     
9399.260471,11.45,DA3.7     
9399.260471,11.32,D
7172.97822,12.8,DA6       
7787.158528,12.93,DZ:       
8244.042487,11.47,DA4       
9986.946248,11.42,DA3.6     
9986.946248,12.01,DC        
13086.60172,11.12,DABH3     
7962.159958,12.44,DA6       
11067.86633,11.08,DA4       
7104.500448,13.46,DAZ7      
7037.633942,13.49,DA6.9     
7037.633942,13.39,DAZ7.0    
6908.498473,13.42,DAZ6.9    
7621.466406,12.81,DA6       
5162.736309,14.68,DA9       
5162.736309,14.72,DA9.4     
5193.421333,14.75,DA9.5     
13086.60172,10.71,DA2       
14920.39596,10.58,DA2       
3932.176093,15.77,D
11497.75265,11.04,DA3       
11364.44349,10.61,DA2.6     
14113.6356,10.24,DA        
20773.68533,8.52,DA1       
5102.703641,14.8,DZ?       
5288.28161,14.88,DC        
32665.80312,7.42,DAO       
7787.158528,11.89,DA4       
19004.31634,12.22,DAZQO1    
16377.42335,7.43,DA.75     
18251.54464,7.39,DA+dM1    
19839.83549,8.39,D
12228.06607,11.08,DA3       
6291.381901,13.95,DA8       
7873.443931,12.5,DA6       
7621.466406,12.9,DA6       
11971.9691,10.65,DA        
6499.384764,13.95,DA7       
4631.245593,15.16,DC        
4654.606288,15.47,DA9       
23022.08971,12.03,DA        
11728.87288,13.01,DA        
11277.69149,11.65,DA        
18251.54464,11.35,DB        
10317.13021,11.93,DA        
6725.478332,12.56,DA        
8774.427474,11.93,DA        
9537.998069,12.03,DA        
6972.318885,11.65,DA        
24397.03874,11.58,DA        
7315.023139,13.62,DQX       
10492.74619,13.54,DA        
19839.83549,12.63,DA        
7104.500448,12.1,DA        
7621.466406,12.23,DA6       
6341.814156,13.95,DA8       
16947.14344,11,DA3       
10867.53606,9.49,DA1.5     
11277.69149,11.08,DBZ4      
41268.52085,9.24,DA        
16377.42335,9.25,D
7703.198923,12.63,DA6       
7621.466406,12.69,DA        
12784.00428,11.35,DB3       
9537.998069,11.27,DA3       
9892.950588,11.54,DA3.2     
5921.16306,14.54,DZ7       
10148.68255,10.75,DA3       
9136.322358,11.29,DA3.5     
8244.042487,12.25,DA        
4959.958872,15.1,DZ9       
4905.602474,14.9,DZA9      
3576.252643,13.48,DC7       
3528.4089,15.7,D
9265.460325,11.67,DA        
16377.42335,9.79,DA        
27889.27554,9.72,DA1.7     
7787.158528,12.31,DA5       
8552.275046,12.21,DA4.9     
7962.159958,11.43,DA3.5     
9265.460325,10.84,DA3.9     
8343.669885,11.55,DA3.5     
7037.633942,13.92,DQ8       
7104.500448,13.8,DQ5       
7787.158528,11.7,DA4       
7787.158528,11.92,DAV4.1    
11497.75265,11.25,DA3       
24397.03874,10.24,DA1       
16947.14344,10.08,DA1       
22524.29029,11.46,D
14503.00772,11.64,DA1       
21825.79162,11.45,DA2       
8891.033292,11.7,DA4       
16377.42335,10.75,DA2       
16377.42335,10.83,D
14113.6356,10.46,DA2.3     
8891.033292,11.24,DA4       
8343.669885,11.64,DA3.6     
8774.427474,11.68,D
7243.130292,13.16,DA6       
7962.159958,13.34,DA6       
5288.28161,14.62,DC9       
